164767,-0.000884,-0.405000,0.000000,2.769231
164827,-0.000884,-0.450000,0.000000,2.835165
165267,-0.000982,-0.495000,0.000000,2.802198
165687,-0.001080,-0.495000,0.000000,3.000000
165727,-0.000982,-0.450000,0.000000,2.967033
165767,-0.001080,-0.495000,0.000000,2.967033
165787,-0.001080,-0.450000,0.000000,2.967033
165807,-0.000982,-0.450000,0.000000,2.967033
165847,-0.001080,-0.495000,0.000000,2.967033
165907,-0.001080,-0.450000,0.000000,2.868132
165927,-0.000982,-0.450000,0.000000,2.835165
165987,-0.001080,-0.450000,0.000000,2.835165
166007,-0.001080,-0.495000,0.000000,2.868132
166207,-0.000982,-0.450000,0.000000,2.835165
166287,-0.000982,-0.450000,0.000000,2.868132
166447,-0.001080,-0.495000,0.000000,3.032967
166487,-0.000982,-0.450000,0.000000,2.901099
166847,-0.000982,-0.450000,0.000000,3.000000
166967,-0.001080,-0.495000,0.000000,3.000000
167007,-0.001080,-0.495000,0.000000,3.032967
167307,-0.001080,-0.450000,0.000000,2.934066
167588,-0.000884,-0.450000,0.000000,2.901099
167628,-0.000884,-0.450000,0.000000,2.934066
167648,-0.000982,-0.450000,0.000000,2.835165
167808,-0.001080,-0.495000,0.000000,2.868132
167828,-0.001080,-0.450000,0.000000,2.802198
167848,-0.000982,-0.450000,0.000000,2.802198
167928,-0.001080,-0.495000,0.000000,2.967033
167988,-0.000982,-0.495000,0.000000,3.000000
168008,-0.001080,-0.495000,0.000000,3.000000
168068,-0.001080,-0.450000,0.000000,2.868132
168088,-0.000982,-0.450000,0.000000,2.868132
168328,-0.001080,-0.495000,0.000000,2.835165
168748,-0.001080,-0.450000,0.000000,2.868132
168908,-0.000982,-0.495000,0.000000,2.868132
168928,-0.001080,-0.495000,0.000000,2.901099
168968,-0.000982,-0.450000,0.000000,2.901099
169028,-0.000982,-0.495000,0.000000,2.967033
169328,-0.001080,-0.495000,0.000000,2.769231
170128,-0.000982,-0.450000,0.000000,2.868132
170328,-0.000982,-0.450000,0.000000,3.032967
170408,-0.001080,-0.495000,0.000000,2.868132
170829,-0.000982,-0.495000,0.000000,2.868132
170849,-0.000982,-0.450000,0.000000,2.868132
171089,-0.001080,-0.495000,0.000000,2.868132
171209,-0.000982,-0.450000,0.000000,3.032967
171290,-0.001080,-0.495000,0.000000,3.000000
171351,-0.001080,-0.450000,0.000000,2.967033
171371,-0.001080,-0.495000,0.000000,2.967033
171471,-0.001080,-0.450000,0.000000,2.934066
171551,-0.000982,-0.495000,0.000000,2.934066
171571,-0.001080,-0.495000,0.000000,2.934066
171771,-0.000982,-0.450000,0.000000,3.032967
171811,-0.001080,-0.495000,0.000000,3.000000
171872,-0.000982,-0.495000,0.000000,2.934066
171892,-0.000982,-0.450000,0.000000,2.934066
171912,-0.000982,-0.495000,0.000000,2.934066
171933,-0.000982,-0.450000,0.000000,2.901099
171953,-0.000982,-0.495000,0.000000,2.934066
172153,-0.001080,-0.450000,0.000000,2.835165
172173,-0.000982,-0.450000,0.000000,2.802198
172193,-0.000982,-0.405000,0.000000,2.802198
172333,-0.001080,-0.495000,0.000000,2.934066
172353,-0.001080,-0.450000,0.000000,2.901099
172373,-0.001080,-0.495000,0.000000,3.032967
172593,-0.001080,-0.450000,0.000000,2.769231
172613,-0.000982,-0.450000,0.000000,2.802198
172653,-0.000884,-0.405000,0.000000,2.835165
172713,-0.000884,-0.450000,0.000000,2.868132
172933,-0.000982,-0.450000,0.000000,2.769231
173633,-0.001080,-0.540000,0.000000,2.868132
173653,-0.001178,-0.540000,0.000000,2.835165
173754,-0.001178,-0.495000,0.000000,2.769231
173894,-0.000982,-0.450000,0.000000,2.934066
174034,-0.000982,-0.495000,0.000000,2.835165
174054,-0.001080,-0.495000,0.000000,2.901099
174194,-0.001080,-0.450000,0.000000,2.835165
174214,0.008731,-0.450000,-4.452208,2.802198
174234,0.008731,-0.450000,-4.399829,2.769231
174254,0.008503,-0.450000,-4.347450,2.736264
174334,0.008846,-0.450000,-4.504587,2.835165
174560,0.008748,-0.495000,-4.504587,2.835165
174580,0.008748,-0.495000,-4.714103,2.967033
174600,0.008976,-0.495000,-4.609345,2.901099
174680,0.008633,-0.495000,-4.452208,2.802198
174719,0.008405,-0.495000,-4.347450,2.736264
174779,0.008078,-0.495000,-4.242693,2.670330
174799,0.008176,-0.495000,-4.242693,2.670330
174839,0.008290,-0.495000,-4.295072,2.703297
174878,0.008519,-0.495000,-4.399829,2.769231
174938,0.008519,-0.495000,-4.347450,2.736264
174958,0.008290,-0.495000,-4.295072,2.703297
175037,0.007849,-0.540000,-4.137935,2.604396
175057,0.007849,-0.495000,-4.137935,2.604396
175077,0.007849,-0.540000,-4.137935,2.604396
175157,0.007948,-0.495000,-4.137935,2.604396
175215,0.007948,-0.495000,-4.085556,2.571429
175235,0.007621,-0.540000,-4.033177,2.538462
175275,0.007164,-0.540000,-3.823661,2.406594
175295,0.007164,-0.495000,-3.614146,2.274725
175315,0.006592,-0.540000,-3.561766,2.241758
175353,0.006691,-0.495000,-3.561766,2.241758
175374,0.006691,-0.495000,-3.509388,2.208791
175414,0.006576,-0.495000,-3.561766,2.241758
175435,0.006707,-0.540000,-3.614146,2.274725
175455,0.006707,-0.540000,-3.666524,2.307692
175554,0.006935,-0.540000,-3.718903,2.340659
175574,0.006935,-0.540000,-3.666524,2.307692
175614,0.006707,-0.540000,-3.561766,2.241758
175672,0.006021,-0.540000,-3.299872,2.076923
175692,0.006021,-0.540000,-3.247493,2.043956
175752,0.005891,-0.495000,-3.195114,2.010989
175772,0.005891,-0.495000,-3.037977,1.912088
