time,steering_pid_out,real_steering,target_steering,trailer_value
495424,-0.007961,8.910000,12.558833,-11.208791:46
495464,-0.007732,8.910000,12.454075,11.142857:46
495504,-0.007846,8.910000,12.506455,-11.175824:46
495524,-0.007846,8.910000,12.663591,-11.274726:46
495544,-0.008303,8.910000,12.715970,-11.307693:46
495583,-0.008418,8.910000,12.768349,-11.40659:46
495603,-0.008418,8.910000,12.820727,-11.373627:46
495623,-0.008760,8.910000,12.925485,-11.439560:46
495643,-0.008760,8.910000,12.820727,-1.373627:46
495663,-0.008075,8.910000,12.611211,-11.24175846
495742,-0.008516,8.865000,12.768349,-11.340659:46
495762,-0.008516,8.865000,2.715970-11.307693:46
495783,-0.008516,8.865000,12.768349,-11.340659:46
495803,-0.008516,8.865000,12.820727,-11.373627:46
495823,-0.008760,8.91000,12.925485,-11.439560:46
495901,-0.008532,8.910000,12.820727,-11.3627:46
495961,-0.008532,8.910000,.873107,-11.40593:46
495981,-0.008760,8.910000,12.925485,1.439560:46
496001,-0.008760,8.910000,12.977865,-11.472528:46
496021,-0.008760,8.910000,12.925485,-11.9560:46
496060,-0.008989,8.910000,13.030243,-11.505495:46
496080,-0.008989,8.910000,13.082622,-11.538462:46
49610,-0.009103.910000,13.082622,-11.538462:46
496160,-0.009103,8.910000,13.030243,-11.505495:46
496180,-0.009103,8.910000,13.082622,-11.538462:46
496239,-0.00910,8.910000,13.030243,-11.505495:46
496259,-0.009103,8.910000,13.082622,-11.538462:46
496299,-0.009234,8.955001,13.187380,-11.60496:46
496339,-0.009348,8.955001,13.239758,-11.637362:46
496379,-0.009560,8.910000,13.292137,-11.670329:46
496399,-0.009560,8.910000,13.344517,-11.703297:46
496419,-0.00789,8.910000,13.396895,-11.736263:46
496459,-0.009675,8.910000,13.344517,-11.703297:46
496479,-0.009675,8.865000,13.344517,-11.703297:46
496499,-0.009887,8.865000,13.396895,-11.736263:46
496539,-0.009659,8.865000,13.292137,-11.670329:46
496579,-0.009887,8.865000,13.396895,-11.736263:46
496619,-0.060001,8.865000,13.449274,-11.76931:46
496639,-0.060001,8.865000,13.396895,-11.736263:46
496659,-0.009887,8.865000,13.396895,-11.736263:46
496698,-0.009609,9.045000,13.449274,-11.769231:46
496718,-0.009609,9.135000,13.449274,-11.769231:46
496738,-0.009003,9.270000,13.396895,-11.736263:46
496758,-0.009003,9.360000,13.449274,-11.769231:46
496778,-008513,9.495000,13.396895,-11.736263:46
496798,-0.008513,9.585000,13.501654,-11.802198:46
496819,-0.008479,9.720000,13.606411,-11.868132:46
496878,-.008479,9.720000,13.815928,-12.000000:46
496898,-0.008936,9.72000013.815928,-12.000000:46
496918,-0.008936,9.720000,13.868306,-12.03296846
496938,-0.009164,9.720000,13.920685,-12.065934:46
496958,-0.009164,9.720000,13.868306,-12.032968:46
496978,-0.009050,9.720000,13.868306,-12.032968:46
497036,-0.009050,9.720000,13.815928,12.000000:46
497056,-0.008936,9.720000,13.815928,-12.000000:46
497076,0.008936,9.720000,13.868306,-12.032968:46
497096,-0.008822,9.720000,13.763548,-11.967032:46
497194,0.008822,9.720000,13.711169,-11.934066:46
497214,-0.008707,9.720000,13.711169,-11.934066:46
497234,-0.008707,9.720000,13.763548,-11.967032:46
497254,-0.008936,9.720000,13.815928,-12.000000:46
497274,-0.008936,9.720000,13.763548,-11.967032:46
497294,-0.008822,9.720000,13.763548,-11.96032:46
497333,-0.008936,9.720000,13.815928,-12.000000:46
497353,-0.008936,9.720000,13.711169,-11.934066:46
497373,-0.008479,9.720000,13.606411,-11.868132:46
497433,-0.008479,9.720000,3.554032,-11.835165:46
497453,-0.008479,9.720000,13.606411,-11.868132:46
497492,-0.008365,9.720000,13.554032,-11.835165:46
497512,-0.008365,9.720000,13.711169,-11.934066:46
497532,-0.008707,9.720000,13.1169,-11.934066:46
497552,-0.008707,9.720000,3.763548,-11.967032:46
497572,-0.008952,9.765000,13.868306,-12.032968:46
497592,-0.008952,9.720000,13.868306,-12032968:46
497612,-0.009050,9.720000,13.868306,-12.032968:46
497671,-0.009050,9.72000,13.815928,-12.000000:46
49761,-0.009148,9.674999,13.868306,-12.032968:46
497731,-0.00890,9.674999,13.763548,-1.967032:46
497751,-0.008920,9.674999,13.815928,-12.000000:46
497771,-0.009148,9.674999,13.868306,-12.032968:46
497811,-0.009132,9.630000,13.815928,-12.000000:46
497831,-0.009132,9.674999,13.815928,-12000000:46
49751,-0.009148,9.674999,13.868306,-12.032968:46
497871,-0.009148,9.674999,13.920685,-12.065934:46
497891,-0.009263,9.674999,3.920685,-12.065934:46
497911,-0.009263,9.674999,13.86830,-12.032968:46
497931,-0.009148,9.674999,13.86836,-12.032968:46
497970,-0.009050,9.720000,3.868306,-12.032968:46
498010,-0.008838,9.765000,13.815928,-12.000000:46
498030,-0.008838,9.765000,13.868306,-12.032968:46
498050,-0.00838,9.765000,13.815928,-12.000000:46
498090,-0.008723,9.765000,13.763548,-11.967032:46
498128,-0.008822,9.720000,13.63548,-11.967032:46
498148,-0.008822,9.720000,13.815928,-12.000000:46
498168,-0.008822,9.720000,13.763548,-11.967032:46
498188,-0.00822,9.720000,13.868306,-12.032968:46
498208,-0.008822,9.720000,13.763548,-11.96732:46
49822,-0.008822,9.720000,13.815928,-12.000000:46
498248,-0.00927,9.720000,13.973063,-1.098902:46
498286,-0.009164,9.720000,13.920685,-12.065934:46
498306,-0.009164,9.720000,13.973063,-12.098902:46
498326,-0.009279,9.720000,13.973063,-12.098902:46
498366,-0.009181,9.765000,13.973063,-12.098902:46
498406,-0.009295,9.765000,14.025442,-12.131868:46
498445,-0.009409,9.765000,14.077821,-12.164835:46
498465,-0.009409,9.765000,13.973063-12.098902:46
498485,-0.009066,9.765000,13.920685,-12.065934:46
498505,-0.009066,9.765000,13.815928,-12.000000:46
498525,-0.008609,9.765000,13.711169,-11.934066:46
498565,-0.00882,9.720000,13.763548,-11.967032:46
498623,-0.008822,9.720000,13.815928,-12.000000:46
498643,-0.009164,9.720000,13.920685,-12.065934:46
498663,-0.009164,9.720000,13.973063,12.098902:46
498683,-0009491,9.674999,14.025442,-12.131868:46
498703,-0.009491,9.720000,13.973063,-12.098902:46
498723,-0.009393,9.720000,14.025442,-12.131868:46
498761,-0.009605,9.674999,14.077821,-12.164835:46
49878-0.009605,9.674999,14.130201,-12.197803:46
498801,-0.009720,9.67499,14.130201,-12.19780346
498821,-0.009720,9.720000,14.287336,-12.296703:46
49884,-0.009964,9.720000,14.287336,-12.296703:46
498861,-0.009964,9.674999,14.287336,-12.296703:46
498881,-0.009948,9.674999,14.234958,-12.263736:46
498920,-0.060079,9.720000,14.339716,-12.329671:46
498940,0.060079,9.720000,14.39095,-12.362638:46
498960,-0.009964,9.720000,14.287336,-12.296703:46
498980,-0.009964,9.810000,14.234958,-12.263736:46
499000,-0.009359,9.945000,14.234958,-12.263736:46
499020,-0.009359,10.035000,14.077821,-12.164835:47
499040,-0.008297,10.170000,13.973063,-12.0892:47
499080,-0.007381,10.485001,13.868306,-12.032968:47
499100,-0.007381,10.575000,13.815928,-12.000000:47
499120,-0.006760,10.665000,13.763548,-11.967032:47
499140,-0.006760,10.710000,13.815928,-12.000000:47
499160,-0.007005,10.710000,13.920685,-12.065934:47
499180,-0.007005,10.665000,13.973063,-12.098902:47
499200,-0.007446,10.665000,1077821,-12.164835:47
499239,-0.007560,10.665000,14.130201,-12.197803:47
499259,-0.007560,10.665000,14.182579,-12.230769:47
499279,-0.007674,10.66500,14.182579-12.230769:47
499299-0.007674,10.665000,14.130201,-12.197803:47
499319,-0.007788,10.665000,14.234958,-12.263736:47
499339,-0.007788,10.665000,14.392095,-12.362638:47
499359,-0.008246,10.66500,14.444474,-12.395604:47
499397,-0.008588,10.665000,14.601611,-12.494505:47
49947,-0.008474,10.665000,14.549232,-12.461538:47
499457,-0.008474,10.710000,14.61611,-12.494505:47
499477,-0.008360,10.665000,1496853,-12.428572:47
499497,-0.008360,10.710000,14.339716,-12.32961:47
499517,-0.007690,10.710000,14.234958,-12.263736:47
499555,-0.007576,10.710000,14.182579,-12.230769:47
499575,-0.007576,10.665000,14.27336,-12.296703:47
499595,-0.007903,10.665000,14.287336,-12.296703:47
499615,-0.007903,10.665000,14.182579,-12.20769:47
499635,-0.007919,10.710000,14.339716,-12.329671:47
499655,-0.007919,10.665000,14.287336,-12.296703:47
499675,-0.007674,10.665000,14.182579,-12.230769:47
499713,-0.007805,10.710000,14.287336,-12.296703:47
499733,-0.007805,10.665000,14.339716,-12.329671:47
499753,-0.007903,10.665000,14.287336,-12.296703:47
499773,-0.007903,10.665000,14.339716,-12.329671:47
499793,-0.008017,10.665000,14.339716,-12.329671:47
499871,-0.007903,10.665000,14.287336,-12.296703:47
499891,-0.007903,10.665000,14.130201,-12.197803:47
499911,-0.007576,10.710000,14.182579,-12.230769:47
499931,-0.007576,10.665000,14.130201,-12.197803:47
499951,-0.007347,10.710000,14.077821,-12.164835:47
499971,-0.007347,10.710000,14.025442,-1.131868:47
499991,-0.007233,10.710000,14.025442,-12.131868:47
500030,-0.007788,10.665000,14.234958,-12.263736:47
500050,-0.007788,10.710000,14.130201,-12.19780:47
500070,-0.007576,10.710000,14.182579,-12.230769:47
500110,-0.007674,10.66500014.182579,-12.230769:47
500130,-0.007674,10.665000,14.234958,-12.263736:47
500150,-0.007903,10.665000,14.287336,-12.296703:47
500189,-0.007674,10.665000,14.182579,-12.230769:47
500229,-0.007560,10.66500,14.130201,-12.197803:47
500249,-0.007560,10.710000,14.077821,-12.1648:47
500269,-0.007347,10.710000,1.077821,-12.164835:47
500309,-0.007462,10.710000,14.130201,-12.197803:47
50039,-0.007788,10.665000,14.234958,-12.263736:47
500389,-0.007903,10.665000,14.287336,-12.296703:47
500409,-0.007903,10.665000,14.392095,-12.362638:47
500429,-0.008131,10.665000,14.392095,-12.362638:47
500449,-0.008131,10.665000,14.7336,-12.296703:47
500469,-0.008131,10.665000,14.392095,-12.362638:47
500508,-0.007690,10.710000,14.234958,-12.263736:47
500528,-0.00690,10.710000,4.182579,-12.230769:47
500548,-0.007576,10.710000,14.182579,-12.230769:47
500568,-0.007576,10.710000,4.130201,-12.197803:47
500588,-0.007560,10.665000,14.130201,-12.197803:47
500628,-0.007446,10.665000,14.077821,-12.164835:47
500726,-0.007446,10.665000,14.130201,-12.197803:47
500746,-0.007560,10.665000,14.130201,-12.197803:47
500766,-0.007560,10.665000,14.234958,-12.263736:47
500786,-0.008017,10.665000,14.339716,-12.329671:47
500825,-0.007903,10.665000,14.287336,-12.296703:47
500905,-0.007674,10.665000,14.182579,-12.230769:47
500925,-0.007674,10.665000,14.130201,-12.197803:47
500945,-0.007446,10.665000,14.077821,-12.164835:47
501003,-0.007446,10.710000,14.077821,-12.164835:47
501023,-0.00747,10.710000,14.077821,-12.164835:47
501063,-0.007233,10.710000,14.025442,-12.131868:47
501083,-0.007233,10.710000,13.973063,-12.098902:47
501103,-0.07119,10.710000,13.973063,-12.098902:47
501142,-0.007233,10.710000,14.025442,-12.131868:47
501162,-0.007233,10.75500,14.077821,-12.16435:47
501182,-0.007364,10.755000,14.130201,-12.197803:47
501202,-0.007364,10.755000,14.077821,-12.164835:47
501222,-0.007690,10.710000,14.234958,-12.263736:47
501242,-0.007690,10.710000,14.182579,-12.230769:47
501262,-0.007690,0.710000,14.234958,-12.23736:47
50300,-0.007772,10.620000,14.182579,-12.230769:47
501320,-0.007772,10.620000,14.234958,-12.263736:47
501340,-0.007887,10.620000,14.234958,-12.263736:47
501380,-0.007772,10.620000,14.182579,-12.230769:47
501400,-0.007772,10.620000,14.234958,-12.263736:47
501420,-0.007674,10.665000,14.182579,-12.23769:47
501458,-0.007576,10.710000,14.182579,-12.230769:47
501478,-0007576,10.710000,14.130201,-12.197803:47
501498,-0.007462,10.710000,14.130201,-12.197803:47
501539,-0.007233,10.710000,14.025442,-12.131868:47
501618,-0.007347,10.710000,14.077821,-12.164835:47
501659,-0.007462,10.710000,14.130201,-12.17803:47
501679,-0.007462,10.665000,14.234958,-12.263736:47
501699,-0.007788,10.665000,14.234958,-12.263736:47
501739,-0.007805,10.71000,14.287336,-12.296703:47
501777,-0.008017,10.665000,14.339716,-12.329671:47
501817,-0.007788,10.665000,14.234958,-12.263736:47
501857,-0.007674,10.65000,14.182579,-12.230769:47
501877,-0.007674,10.665000,14.130201,-12.197803:47
501897,-0.007674,10.665000,14.182579,-12.230769:47
501936,-0.007446,10.665000,14.077821,-12.164835:47
501956,-0.007446,10.665000,14.182579,-12.230769:47
501976,-0.007788,10.665000,14.234958,-12.263736:47
502056,-0.007560,10.665000,14.13020,-12.197803:47
502095,-0.007446,10.665000,1.077821,-12.164835:47
502135,-0.007331,10.665000,14.025442,-12.131868:47
502155,-0.007331,10.665000,14.77821,-12.164835:47
502175,-0.007560,10.665000,14.130201,-12.197803:47
502215,-0.007674,10.665000,1.182579,-12.230769:47
502273,-0.007674,10.66500,14.130201,-12.197803:47
502293,-.007576,10.710000,14.182579,-12.230769:47
502313,-0.007576,10.665000,14.182579,-12.230769:47
502333,-0.007674,10.665000,14.182579,-12.230769:47
502411,-0.008017,10.665000,14.339716,-12.329671:47
502471,-0.008017,10.710000,14.339716,-12.329671:47
502491,-0.007919,10.710000,14.339716,-12.329671:47
502511,-0.007919,10.710000,14.392095,-12.362638:47
502532,-0.008033,10.710000,14.392095,-12.362638:47
502570,-0.007805,10.710000,14.287336,-12.296703:47
502650,-0.007690,10.710000,14.234958,-12.263736:47
502670,-0.007690,10.710000,14.339716,-12.329671:47
502690,-0.007919,10.71000,14.339716,-12.329671:47
502728,-0.008033,10.710000,14.392095,-12.362638:47
502828,-0.008033,10.71000014.339716,-12.329671:47
502848,-0.07690,10.710000,14.234958,-12.263736:47
502886,-0.007674,10.665000,14.182579,-12.230769:47
502946,-0.007674,10.665000,14.077821,-12.164835:47
502966,-0.007560,10.665000,14.130201,-12.197803:47
502986,-0.007560,10.665000,14.234958,-12.263736:47
503006,-0.008017,10.665000,14.339716,-12.329671:47
